Title,Word,Meaning,Source,Niqqud,Here is a list of words with their translations. Return just a list of Hebrew words with vowels/niqqud. Do not include the English translation
Infinitives 1,לומר,"to say, tell ",Tertiary,לוֹמַר,
Infinitives 1,לשים,"to put, put on ",Tertiary,לָשִׂים,
Infinitives 1,לקבל,"to get, receive; accept ",Tertiary,לְקַבֵּל,
Infinitives 1,למצוא,"to find, encounter ",Tertiary,לִמְצוֹא,
Infinitives 1,לעזור,"to help, assist, aid ",Tertiary,לַעֲזוֹר,
Infinitives 1,לבוא,to come ,Tertiary,לָבוֹא,
Infinitives 1,לקנות,"to buy, purchase ",Tertiary,לִקְנוֹת,
Infinitives 1,לבקר,to visit ,Tertiary,לְבַקֵּר,
Infinitives 1,לעבוד,"to work, operate, function ",Tertiary,לַעֲבוֹד,
Infinitives 1,לקחת,to take ,Tertiary,לָקַחַת,
Infinitives 1,לדעת,to know ,Tertiary,לָדַעַת,
Infinitives 1,לחזור,to return ,Tertiary,לָחֳזוֹר,
Infinitives 1,לגור,"to live, reside ",Tertiary,לָגוּר,
Infinitives 1,לחתוך,"to cut, slash ",Tertiary,לַחְתוֹךְ,
Infinitives 1,לסבול,"to suffer, tolerate ",Tertiary,לִסְבּוֹל,
Infinitives 1,לספור,"to count, enumerate ",Tertiary,לִסְפּוֹר,
Infinitives 1,למנוע,to prevent ,Tertiary,לִמְנוֹעַ,
Infinitives 1,לצייר,"to paint, draw, depict ",Tertiary,לַצַּיֵּר,
Infinitives 1,להכיל,"to contain, include, comprise ",Tertiary,לְהַכִּיל,
Infinitives 1,לברוח,"to run away, escape ",Tertiary,לִבְרוֹחַ,
Weather,גשם,rain,Primary,גֶּשֶׁם,
Weather,שלג,snow,Primary,שֶׁלֶג,
Weather,רעם,thunder,Primary,רַעַם,
Weather,ברק,lightning,Primary,בָּרָק,
Weather,שמש,sun,Primary,שֶׁמֶשׁ,
Weather,ברד,hail,Primary,בָּרָד,
Weather,סופה,storm,Primary,סוּפָה,
Weather,אובך,haze,Primary,אוֹבֵךְ,
Weather,מעונן,cloudy,Primary,מְעוּנָן,
Weather,גשום,rainy,Primary,גָּשׁוּם,
Weather,טמפרטורה,temperature,Primary,טֶמְפֶּרָטוּרָה,
Weather,רוח,wind,Primary,רוּחַ,
Weather,גל חום,heat wave,Primary,גַּל חוֹם,
Weather,גל קור,"cold front, cold spell",Primary,גַּל קוֹר,
Weather,ענן,cloud,Primary,עָנָן,
Weather,הוריקן,hurricane,Primary,הוּרִיקָן,
Weather,טורנדו,tornado,Primary,טוֹרְנָדוֹ,
Weather,הצפה,flood,Primary,הַצָּפָה,
Weather,מעלות,degrees,Primary,מַעֲלוֹת,
Weather,ערפל,fog,Primary,עֲרָפֶל,
Weather,ירד,descend,Secondary,יָרַד,
Weather,לזרח,to shine,Secondary,לִזְרוֹחַ,
Weather,בהיר,bright,Secondary,בָּהִיר,
Weather,מטפטפת,"dripping, drizzling",Secondary,מְטַפְּטֶפֶת,
Places,חוף ים,beach,Primary,חוֹף יָם,
Places,בית מלון,hotel,Primary,בֵּית מַלוֹן,
Places,ישראל,Israel,Primary,יִשְׂרָאֵל,
Places,לפנות,to turn,Primary,לִפְנוֹת,
Places,קדימה,forward,Primary,קָדִימָה,
Places,אחורה,backward,Primary,אָחוֹרָה,
Places,ימין,right,Primary,יָמִין,
Places,שמאל,left,Primary,שְׁמָאל,
Places,שדה תעופה,airport,Primary,שְׂדֵה תֵּעוּפָה,
Places,רחוב,"street, road",Primary,רְחוֹב,
Places,עיר,city,Primary,עִיר,
Places,טירה,castle,Primary,טִירָה,
Places,מדינה,"country, state",Primary,מְדִינָה,
Places,בית כנסת,synagogue,Primary,בֵּית כְּנֶסֶת,
Places,לאורך,along,Primary,לְאוֹרֶךְ,
Places,כנסייה,church,Primary,כְּנֵסִיָּה,
Places,מקום,"place, space",Primary,מָקוֹם,
Places,מסגד,mosque,Primary,מַסְגִּיד,
Places,הביתה,"homebound, home",Primary,הַבַּיְתָה,
Places,נכס,"asset, property",Primary,נֶכֶס,
Places,מרכז,center,Primary,מֵרְכָּז,
Places,משרד,office,Primary,מִשְׁרָד,
Places,איזור,area,Primary,אֵיזוֹר,
Places,פארק,park,Primary,פַּארְק,
Places,מבנה,structure,Primary,מִבְנֶה,
Places,ירושלים,Jerusalem,Primary,יְרוּשָׁלַיִם,
Places,מכולת,grocery,Primary,מַכּוֹלֶת,
Places,חנות,"store, shop",Primary,חֲנוּת,
Places,סופרמרקט,supermarket,Primary,סוּפֶרְמַרְקֶט,
Places,מחוז,district,Primary,מָחוֹז,
Places,אי,island,Primary,אִי,
Places,בנק,bank,Primary,בַּנְק,
Places,בר,bar,Primary,בָּר,
Places,קרקע,"ground, soil",Primary,קַרְקַע,
Places,קניון,"mall, canyon",Primary,קַנְיוֹן,
Places,תחנה,station,Primary,תַּחֲנָה,
Places,עמק,valley,Primary,עֵמֶק,
Places,תל אביב,Tel Aviv,Primary,תֵּל אָבִיב,
Places,מוזיאון,museum,Primary,מוּזֵיאוֹן,
Places,פינה,corner,Primary,פִּינָה,
Places,ברחבי,across,Primary,בָּרְחוֹבִי,
Places,כפר,village,Primary,כְּפַר,
Places,מסלול,"course, path, route",Primary,מַסְלוּל,
Places,שכונה,neighborhood,Primary,שְׁכוּנָה,
Places,שדרה,avenue,Primary,שְׂדְרָה,
Places,שטח,"area, perimeter",Primary,שֵׁטַח,
Places,גבול,border,Primary,גְּבוּל,
Places,בית כלא,"prison, jail",Primary,בֵּית כֶּלֶא,
Places,מגדל,tower,Primary,מִגְדָּל,
Places,ארמון,palace,Primary,אַרְמוֹן,
Places,עיירה,town,Primary,עַיָּרָה,
Places,בית קולנוע,cinema,Primary,בֵּית קוֹלְנוֹעַ,
Places,עיר בירה,capital city,Primary,עִיר בִּירָה,
Places,קהילה,community,Primary,קְהִילָה,
Places,נמל,port,Primary,נָמֵל,
Places,גשר,bridge,Primary,גֶּשֶׁר,
Places,מערב,west,Primary,מַעֲרָב,
Places,מזרח,east,Primary,מִזְרָח,
Places,צפון,north,Primary,צָפוֹן,
Places,דרום,south,Primary,דָּרוֹם,
Places,כיכר,"square, roundabout",Primary,כִּכָּר,
Places,חווה,farm,Primary,חַוָּה,
Places,גן חיות,zoo,Primary,גַּן חַיּוֹת,
Places,שוק,market,Primary,שׁוּק,
Places,לתוך,"into, inside",Secondary,לְתוֹךְ,
Places,מתוך,"from, out of",Secondary,מִתּוֹךְ,
Present 3,מקשיב,listens,Primary,מַקְשִׁיב,
Present 3,מראֶה,shows,Primary,מַרְאֶה,
Present 3,מאזין,"listens, eavesdrops",Primary,מַאֲזִין,
Present 3,מציע,"suggests, offers",Primary,מַצִּיעַ,
Present 3,מרגיש,feels,Primary,מַרְגִּישׁ,
Present 3,מכין,prepares,Primary,מַכִּין,
Present 3,מאמין,believes,Primary,מַאֲמִין,
Present 3,מסכים,agrees,Primary,מַסְכִּים,
Present 3,מתחיל,starts,Primary,מַתְחִיל,
Present 3,מגיע,arrives,Primary,מַגִּיעַ,
Present 3,מודה,"admits, thanks",Primary,מוֹדֶה,
Present 3,מעביר,"passes, passes on, transfers",Primary,מַעֲבִיר,
Present 3,מצליח,succeeds,Primary,מַצְלִיחַ,
Present 3,מחזיר,returns,Primary,מַחְזִיר,
Present 3,משיג,"gets, acquires",Primary,מְשִׁיג,
Present 3,מסביר,explains,Primary,מְסַבִּיר,
Present 3,משכיר,rents out,Primary,מַשְׁכִּיר,
Present 3,ממליץ,recommends,Primary,מַמְלִיץ,
Present 3,מחזיק,holds,Primary,מַחְזִיק,
Present 3,מפיק,produces,Primary,מַפִּיק,
Present 3,מניח,puts down,Primary,מַנִּיחַ,
Present 3,מופיע,performs,Primary,מוּפִיעַ,
Present 3,מוסיף,adds,Primary,מוֹסִיף,
Present 3,מגיש,serves,Primary,מַגִּישׁ,
Present 3,ממשיך,continues,Primary,מְמַשִּׁיךְ,
Present 3,מציג,presents,Primary,מַצִּיג,
Present 3,מכריז,declares,Primary,מַכְרִיז,
Present 3,מזמין,invites,Primary,מַזְמִין,
Present 3,מרשה,"allows, permits",Primary,מֵרְשֶׁה,
Present 3,מזכיר,reminds,Primary,מַזְכִּיר,
Present 3,מעדיף,prefers,Primary,מַעְדִּיף,
Present 3,מתאים,"matches, is compatible",Primary,מִתְאִים,
Present 3,מחליט,decides,Primary,מַחְלִיט,
Present 3,מבין,understands,Primary,מֵבִין,
Present 3,מכיל,contains,Primary,מְכִיל,
Present 3,מחליף,replaces,Primary,מַחֲלִיף,
Present 3,מעריך,"evaluates, appreciates",Primary,מֵעֲרִיךְ,
Present 3,מביא,brings,Primary,מֵבִיא,
People,אדם,"man, Adam",Primary,אָדָם,
People,חבר,friend (m),Primary,חָבֵר,
People,חברה,friend (f),Primary,חֲבֵרָה,
People,ידיד,friend (m) - casual,Primary,יָדִיד,
People,ידידה,friend (f) - casual,Primary,יְדִידָה,
People,ציבור,public,Primary,צִיבּוּר,
People,ועדה,committee,Primary,וַעֲדָה,
People,כנס,convention,Primary,כֵּנֶס,
People,אויב,enemy,Primary,אוֹיֵב,
People,תרבות,culture,Primary,תַּרְבּוּת,
People,מערכת יחסים,relationship,Primary,מַעֲרֶכֶת יַחֲסִים,
People,אוכלוסייה,population,Primary,אוּכְלוּסִיָּה,
People,נוער,youth,Primary,נוֹעַר,
People,אנשים,people,Primary,אֲנָשִׁים,
People,פרט,individual,Primary,פָּרָט,
People,נער,"boy, teenager",Primary,נַעַר,
People,קורבן,victim,Primary,קוֹרְבָּן,
People,אזרח,citizen,Primary,אֶזְרָח,
People,זוג,couple,Primary,זוּג,
People,ישראלי,Israeli,Primary,יִשְׂרָאֵלִי,
People,צרפתי,French,Primary,צָרְפָּתִי,
People,אמריקאי,American,Primary,אַמֶּרִיקַאִי,
People,אנגלי,English,Primary,אַנְגְּלִי,
People,אוסטרלי,Australian,Primary,אוֹסְטְרָלִי,
People,רוסי,Russian,Primary,רוּסִי,
People,ספרדי,"Spanish, Spaniard",Primary,סְפָרַדִּי,
People,עַם,nation,Primary,עַם,
People,קרן,foundation,Secondary,קֶרֶן,
People,בן אדם,human being,Secondary,בֶּן אָדָם,
People,בחורות,young women,Secondary,בְּחוּרוֹת,
People,בחור,young man,Secondary,בָּחוּר,
People,מבגר,adult,Secondary,מֵבַגֵּר,
Numbers 2,ראשון,first,Primary,רִאשׁוֹן,
Numbers 2,שני,second (ordinal),Primary,שֵׁנִי,
Numbers 2,שלישי,third,Primary,שְׁלִישִׁי,
Numbers 2,רביעי,fourth,Primary,רְבִיעִי,
Numbers 2,חמישי,fifth,Primary,חֲמִישִׁי,
Numbers 2,שישי,sixth,Primary,שִׁישִׁי,
Numbers 2,שביעי,seventh,Primary,שְׁבִיעִי,
Numbers 2,שמיני,eighth,Primary,שְׁמִינִי,
Numbers 2,תשיעי,ninth,Primary,תְּשִׁיעִי,
Numbers 2,עשירי,tenth,Primary,עֲשִׂירִי,
Numbers 2,שלושים,thirty,Primary,שְׁלוֹשִׁים,
Numbers 2,ארבעים,forty,Primary,אַרְבָּעִים,
Numbers 2,חמישים,fifty,Primary,חֲמִישִׁים,
Numbers 2,שישים,sixty,Primary,שִׁישִׁים,
Numbers 2,שבעים,seventy,Primary,שִׁבְעִים,
Numbers 2,שמונים,eighty,Primary,שְׁמוֹנִים,
Numbers 2,תשעים,ninety,Primary,תִּשְׁעִים,
Numbers 2,מאה,hundred,Primary,מֵאָה,
Numbers 2,מאתיים,two hundred,Primary,מַאתַּיִם,
Numbers 2,אלף,thousand,Primary,אֶלֶף,
Numbers 2,אלפיים,two thousand,Primary,אַלְפַּיִים,
Numbers 2,מיליון,million,Primary,מִילְיוֹן,
Numbers 2,מיליארד,billion,Primary,מִילְיַארְד,
Numbers 2,ממוצע,average,Primary,מְמֻצָּע,
Numbers 2,אחוז,"percent, percentage",Primary,אָחוּז,
Numbers 2,חצי,half,Primary,חֲצִי,
Numbers 2,רוב,"majority, most",Primary,רוֹב,
Numbers 2,כמות,quantity,Primary,כְּמוּת,
Numbers 2,סך הכל,"total, overall",Primary,סַךְ הַכֹּל,
Numbers 2,לשנות,to change,Secondary,לְשַׁנּוֹת,
Numbers 2,ועוד,plus,Secondary,וְעוֹד,
Numbers 2,כפול,x times,Secondary,כְּפוּל,
Numbers 2,חלקי,divided,Secondary,חֲלָקִי,
Numbers 2,האחרון,the last,Secondary,הָאַחֲרוֹן,
Numbers 2,מינוס,minus,Secondary,מִינוּס,
Numbers 2,שוה,equals,Secondary,שׁוֹוֶה,
Numbers 2,פחות,less,Secondary,פְּחוֹת,
Modals,יכול,can,Secondary,יָכוֹל,
Modals,חיב,have to,Secondary,חַיָּב,
Modals,אמור,supposed,Secondary,אָמוּר,
Modals,אסור,forbidden,Secondary,אָסוּר,
Modals,מומלץ,recommended,Secondary,מוּמָלֵץ,
Modals,עשוי,might,Secondary,עָשׂוּי,
Modals,אפשר,allowed,Secondary,אֶפְשָׁר,
Modals,מותר,permitted,Secondary,מוּתָר,
Education,מורָה,teacher (f),Primary,מוֹרָה,
Education,מורֶה,teacher (m),Primary,מוֹרֶה,
Education,פתק,note,Primary,פָּתָק,
Education,עט,pen,Primary,עֵט,
Education,קורס,course (education),Primary,קוּרְס,
Education,חינוך,education,Primary,חִינוּך,
Education,שיעור,lesson,Primary,שִׁעוּר,
Education,ספרייה,library,Primary,סִפְרִיָּה,
Education,מבחן,"test, exam",Primary,מִבְחָן,
Education,לימוד,study,Primary,לִימוּד,
Education,דוגמה,example,Primary,דּוּגְמָה,
Education,עיפרון,pencil,Primary,עִפָּרוֹן,
Education,שיעורי בית,homework,Primary,שִׁעוּרֵי בַּיִת,
Education,כיתה,"classroom, class",Primary,כִּיתָה,
Education,מילה,word,Primary,מִלָּה,
Education,ידע,knowledge,Primary,יֵדַע,
Education,פרק,"chapter, episode",Primary,פֶּרֶק,
Education,מצגת,presentation,Primary,מַצָּגָת,
Education,רעיון,idea,Primary,רְעָיוֹן,
Education,אוניברסיטה,university,Primary,אוּנִיבֶרְסִיטָה,
Education,הרצאה,lecture,Primary,הַרְצָאָה,
Education,פרופסור,professor,Primary,פְּרוֹפֶסּוֹר,
Education,תואר,degree,Primary,תּוֹאָר,
Education,סטודנט,student,Primary,סְטוּדֶנְט,
Education,מרצה,lecturer,Primary,מֵרֵץ,
Education,דוקטורט,"doctorate, PhD",Primary,דּוֹקְטוֹרָט,
Education,הכנה,preparation,Primary,הֲכָנָה,
Education,מטרה,"target, objective",Primary,מַטָּרָה,
Education,משמעות,meaning,Primary,מַשְׁמָעוּת,
Education,ללמד,to teach,Primary,לְלַמֵּד,
Education,לתרגל,to practice,Primary,לְתַרְגֵּל,
Education,היסטוריה,history,Primary,הִיסְטוֹרְיָה,
Education,ציור,"painting, drawing",Primary,צִיּוּר,
Education,מסמך,document,Primary,מַסְמָך,
Education,עמוד,page,Primary,עַמּוּד,
Education,הסבר,explanation,Primary,הֶסְבֵּר,
Education,תוכנית,"plan, program",Primary,תּוֹכְנִית,
Education,קושי,difficulty,Primary,קוֹשִׁי,
Education,מכון,institute,Secondary,מַכּוֹן,
Travel,לטייל,to travel,Primary,לְטַיֵּל,
Travel,מכונית,car,Primary,מְכוֹנִית,
Travel,אופניים,"bike, bicycle",Primary,אוֹפַנַּיִים,
Travel,מזוודה,suitcase,Primary,מִזְוַדָּה,
Travel,אוטובוס,bus,Primary,אוֹטוֹבּוּס,
Travel,אופנוע,"motorbike, bike",Primary,אוֹפַנּוֹעַ,
Travel,לרכב,to ride (a bike),Primary,לְרַכֵּב,
Travel,חופשה,vacation,Primary,חוּפְשָׁה,
Travel,רכבת,train,Primary,רַכֶּבֶת,
Travel,סירה,boat,Primary,סִירָה,
Travel,מטוס,plane,Primary,מָטוֹס,
Travel,לנהוג,to drive,Primary,לִנְהוֹג,
Travel,רציף,"pier, dock, platform",Primary,רָצִיף,
Travel,לשוט,to sail,Primary,לִשׁוֹט,
Travel,לטוס,to fly (in a plane),Primary,לָטוּס,
Travel,תחנת רכבת,train station,Primary,תַּחֲנַת רַכֶּבֶת,
Travel,תחנת אוטובוס,bus station,Primary,תַּחֲנַת אוֹטוֹבּוּס,
Travel,מפה,map,Primary,מַפָּה,
Travel,תיק גב,backpack,Primary,תִּיק גָּב,
Travel,ספינה,ship,Primary,סְפִינָה,
Travel,קו,line,Primary,קַו,
Travel,מדריך,guide,Primary,מַדְרִיךְ,
Travel,לנסוע,"to drive, to travel, to go",Primary,לִנְסוֹעַ,
Travel,להפליג,to sail,Primary,לְהַפְלִיג,
Travel,טיול,trip,Primary,טִיּוּל,
Travel,ארצות הברית,the United States,Primary,אֶרֶץ הַבְּרִית,
Travel,ביקור,visit,Primary,בִּיקוּר,
Travel,הרפתקה,adventure,Primary,הַרְפַּתְקָה,
Travel,טיסה,flight,Primary,טִיסָה,
Travel,תחבורה,transportation,Primary,תַּחְבּוֹרָה,
Travel,רכב,vehicle,Primary,רֶכֶב,
Travel,רכבת תחתית,subway,Primary,רַכֶּבֶת תַּחְתִּית,
Travel,מסע,"voyage, journey",Primary,מַסַּע,
Travel,המזרח התיכון,the Middle East,Primary,הַמִּזְרַח הַתִּיכוֹן,
Travel,הים התיכון,the Mediterranean,Primary,הַיָּם הַתִּיכוֹן,
Travel,ארץ,"land, country",Primary,אֶרֶץ,
Travel,צרפת,France,Primary,צָרְפַת,
Travel,ספרד,Spain,Primary,סְפָרַד,
Travel,אנגליה,England,Primary,אַנְגְּלִיָּה,
Travel,יוון,Greece,Primary,יָוָן,
Travel,גרמניה,Germany,Primary,גֶּרְמַנְיָה,
Travel,מצרים,Egypt,Primary,מִצְרַיִם,
Travel,רוסיה,Russia,Primary,רוּסְיָה,
Travel,סין,China,Primary,סִין,
Travel,עולם,world,Primary,עוֹלָם,
Travel,יבשת,continent,Primary,יַבָּשָׁה,
Travel,אירופה,Europe,Primary,אֵירוֹפָּה,
Travel,אמריקה,America,Primary,אָמֵרִיקָה,
Travel,אפריקה,Africa,Primary,אַפְרִיקָה,
Travel,אוסטרליה,Australia,Primary,אוֹסְטְרַלְיָה,
Travel,אסיה,Asia,Primary,אַסְיָה,
Travel,דרכון,passport,Primary,דַּרְכּוֹן,
Travel,דלק,"fuel, petrol",Primary,דֶּלֶק,
Travel,תייר,tourist,Primary,תַּיָּר,
Travel,חוץ לארץ,"overseas, abroad",Primary,חוּץ לָאָרֶץ,
Travel,בין-לאומי,international,Primary,בֵּין-לְאוּמִי,
Travel,אירופאי,European,Primary,אֵירוֹפָּאִי,
Travel,מסביב,all around,Secondary,מִסָּבִיב,
Past 1,הייתי,I was,Primary,הָיִיתִי,
Past 1,הייתְ,you were,Primary,הָיִיתְ,
Past 1,הייתָ,you were,Primary,הָיִיתָ,
Past 1,הייתן,you were,Primary,הָיִיתֶן,
Past 1,הייתם,you were,Primary,הָיִיתֶם,
Past 1,היינו,we were,Primary,הָיִינוּ,
Past 1,הייתה,she was,Primary,הָיְתָה,
Past 1,היה,he was,Primary,הָיָה,
Past 1,מצא,found,Primary,מָצָא,
Past 1,שתה,drank,Primary,שָׁתָה,
Past 1,חזר,returned,Primary,חָזַר,
Past 1,אהב,loved,Primary,אָהַב,
Past 1,הלך,walked,Primary,הָלַךְ,
Past 1,רצה,wanted,Primary,רָצָה,
Past 1,ראה,saw,Primary,רָאָה,
Past 1,אמר,said,Primary,אָמַר,
Past 1,חשב,thought,Primary,חָשַׁב,
Past 1,אכל,ate,Primary,אָכַל,
Past 1,עשה,did,Primary,עָשָׂה,
Past 1,שמע,heard,Primary,שָׁמַע,
Past 1,עזב,left,Primary,עָזַב,
Past 1,נפל,fell,Primary,נָפַל,
Past 1,עבד,worked,Primary,עָבַד,
Past 1,רץ,ran,Primary,רָץ,
Past 1,בא,came,Primary,בָּא,
Past 1,שם,put (past),Primary,שָׁם,
Past 1,שבר,broke,Primary,שָׁבַר,
Past 1,שר,sang,Primary,שָׁר,
Past 1,קרא,read (past),Primary,קָרָא,
Past 1,לקח,took,Primary,לָקַח,
Past 1,נתן,gave,Primary,נָתַן,
Past 1,ידע,knew,Primary,יָדַע,
Past 1,כתב,wrote,Primary,כָּתַב,
Past 1,קפץ,jumped,Primary,קָפַץ,
Past 1,גנב,stole,Primary,גָּנַב,
Past 1,ניסה,tried,Primary,נִסָּה,
Past 1,דיבר,spoke,Primary,דִּבֵּר,
Past 1,בישל,cooked,Primary,בִּישֵׁל,
Past 1,איבד,lost,Primary,אִבֵּד,
Past 1,שיחק,played,Primary,שִׁיחֵק,
Past 1,סיפר,told,Primary,סִיפֵּר,
Past 1,ביקש,"asked (for something), requested",Primary,בִּקֵּשׁ,
Past 1,סיים,finished,Primary,סִיֵּם,
Past 1,שילם,paid,Primary,שִׁילֵּם,
Past 1,שיקר,lied,Primary,שִׁיקֵּר,
Past 1,חיכה,waited,Primary,חִיכָה,
Past 1,ניצח,won,Primary,נִצַּח,
Past 1,בזבז,spent,Primary,בִּזְבֵּז,
Past 1,קינא,was jealous,Primary,קִנֵּא,
Past 1,הכיר,knew (someone),Primary,הִכִּיר,
Past 1,הקשיב,listened,Primary,הַקְשִׁיב,
Past 1,הראה,showed,Primary,הֶרְאָה,
Past 1,הגיע,arrived,Primary,הִגִּיעַ,
Past 1,החליט,decided,Primary,הֶחְלִיט,
Past 1,התחיל,started,Primary,הִתְחִיל,
Past 1,קנה,bought,Primary,קָנָה,
Past 1,הרגיש,felt,Primary,הֶרְגִּישׁ,
Past 1,הסביר,explained,Primary,הִסְבִּיר,
Past 1,הציע,"proposed, offered",Primary,הַצִּיעַ,
Past 1,האמין,believed,Primary,הֶאֱמִין,
Past 1,הזמין,"invited, ordered",Primary,הִזְמִין,
Past 1,הבין,understood,Primary,הָבִין,
Comparison,יותר,more,Primary,יוֹתֵר,
Comparison,פחות,less,Primary,פָּחוֹת,
Comparison,הכי,most,Primary,הַכִּי,
Comparison,דומה,similar,Primary,דּוֹמֶה,
Objects,עלון,"flyer, pamphlet",Primary,עַלוֹן,
Objects,מגזין,magazine,Primary,מַגָּזִין,
Objects,טלוויזיה,TV,Primary,טֶלֶוִיזְיָה,
Objects,מחשב,computer,Primary,מַחְשֵׁב,
Objects,שעון,watch,Primary,שָׁעוֹן,
Objects,רדיו,radio,Primary,רַדְיוֹ,
Objects,חפץ,object,Primary,חֵפֶץ,
Objects,שולחן עבודה,desk,Primary,שֻׁלְחָן עֲבוֹדָה,
Objects,שעון יד,(wrist) watch,Primary,שָׁעוֹן יָד,
Objects,ארנק,"wallet, purse",Primary,אַרְנָק,
Objects,סוללה,battery,Primary,סוּלְלָה,
Objects,סל,basket,Primary,סַל,
Objects,טלפון נייד,mobile phone,Primary,טֶלֶפוֹן נַיָּד,
Objects,סבון,soap,Primary,סַבּוֹן,
Objects,קופסה,box,Primary,קוּפְסָה,
Objects,מסך,"screen, monitor",Primary,מַסָּךְ,
Objects,טלפון,telephone,Primary,טֶלֶפוֹן,
Objects,תיק,bag,Primary,תִּיק,
Objects,מצעים,linen,Primary,מִצָּעִים,
Objects,גלגל,wheel,Primary,גַּלְגַּל,
Objects,בריכה,pool,Primary,בְּרִיכָה,
Objects,מספריים,scissors,Primary,מִסְפָּרַיִם,
Objects,מכתב,letter,Primary,מִכְתָּב,
Objects,מטרייה,umbrella,Primary,מַטְרִיָּה,
Objects,פעמון,bell,Primary,פַּעֲמוֹן,
Objects,ספוג,sponge,Primary,סְפוֹג,
Objects,מחבת,pan,Primary,מַחְבָּת,
Objects,ספל,mug,Primary,סַפְלַיִם,
Objects,שורש,root,Primary,שׁוֹרֶשׁ,
Objects,עצם,"object, bone",Primary,עֶצֶם,
Objects,מכונה,machine,Primary,מְכוֹנָה,
Objects,נייר,paper,Primary,נְיָר,
Objects,דגל,flag,Primary,דֶּגֶל,
Objects,שרשרת,chain,Primary,שַׁרְשֶׁרֶת,
Objects,חוט,string,Primary,חוּט,
Objects,חתיכה,piece,Primary,חֲתִיכָה,
Objects,מנוע,engine,Primary,מָנוֹעַ,
Objects,מסרק,comb,Primary,מִסְרָק,
Objects,אבקה,powder,Primary,אֲבָקָה,
Objects,גדר,fence,Primary,גָּדֵר,
Objects,מתנה,"gift, present",Primary,מַתָּנָה,
Objects,קניות,shopping,Primary,קְנִיּוֹת,
Objects,נר,candle,Primary,נֵר,
Objects,רומן,novel,Secondary,רוֹמָן,
Present Reflexive,מתקלח,showers (oneself),Primary,מִתְקַלֵּחַ,
Present Reflexive,מתגלח,shaves (oneself),Primary,מִתְגַּלֵּחַ,
Present Reflexive,מסתפר,takes a haircut,Primary,מִסְתַּפֵּר,
Present Reflexive,מסתכל,looks,Primary,מִסְתַּכֵּל,
Present Reflexive,משתמש,uses,Primary,מִשְׁתַּמֵּשׁ,
Present Reflexive,מתקשר,calls (telephone),Primary,מִתְקַשֵּׁר,
Present Reflexive,מתחזק,gets stronger/more religious,Primary,מִתְחַזֵּק,
Present Reflexive,מתאמן,"practices, trains",Primary,מִתְאַמֵּן,
Present Reflexive,מתקרב,comes closer,Primary,מִתְקָרֵב,
Present Reflexive,מתחנך,educates (oneself),Primary,מִתְחַנֵּךְ,
Present Reflexive,מתחנן,begs,Primary,מִתְחַנֵּן,
Present Reflexive,מתגבר,overcomes,Primary,מִתְגַּבֵּר,
Present Reflexive,מסתיים,finishes (passive),Primary,מִסְתַּיֵּם,
Present Reflexive,מתגעגע,misses (feeling),Primary,מִתְגַּעְגֵּעַ,
Present Reflexive,מסתובב,turns around,Primary,מִסְתּוֹבֵב,
Present Reflexive,מתקרר,cools off (passive),Primary,מִתְקָרֵר,
Present Reflexive,מתחמם,heats up (passive),Primary,מִתְחַמֵּם,
Present Reflexive,מזדקן,gets old,Primary,מִזְדַּקֵּן,
Present Reflexive,מתאושש,recovers,Primary,מִתְאוֹשֵׁשׁ,
Present Reflexive,מתחבא,hides,Primary,מִתְחַבֵּא,
Present Reflexive,משתכר,gets drunk,Primary,מִשְׁתַּכֵּר,
Present Reflexive,משתנה,changes (oneself),Primary,מִשְׁתַּנֶּה,
Present Reflexive,מתאחד,unites (with someone else),Primary,מִתְאַחֵד,
Present Reflexive,מתחבר,connects (oneself),Primary,מִתְחַבֵּר,
Present Reflexive,מתנתק,disconnects (oneself),Primary,מִתְנַתֵּק,
Present Reflexive,מתייעץ,consults (with someone),Primary,מִתְיַעֵץ,
Present Reflexive,מתכונן,gets (oneself) ready,Primary,מִתְכּוֹנֵן,
Present Reflexive,מצטרף,joins,Primary,מִצְטַרֵף,
Present Reflexive,מתמודד,deals with,Primary,מִתְמוֹדֵד,
Present Reflexive,מתעלם,ignores,Primary,מִתְעַלֵּם,
Present Reflexive,מתפלל,prays,Primary,מִתְפַּלֵּל,
Present Reflexive,מתנצל,apologizes,Primary,מִתְנַצֵּל,
Present Reflexive,מתבלבל,becomes confused,Primary,מִתְבַּלְבֵּל,
Present Reflexive,מתעמל,works out,Primary,מִתְעַמֵּל,
Adjectives 3,שמאלי,left-handed,Primary,שְׁמָאלִי,
Adjectives 3,ימני,right-handed,Primary,יְמָנִי,
Adjectives 3,חוקי,legal,Primary,חוּקִי,
Adjectives 3,שונה,different,Primary,שׁוֹנֶה,
Adjectives 3,מקומי,local,Primary,מְקוֹמִי,
Adjectives 3,נדיר,rare,Primary,נָדִיר,
Adjectives 3,פופולרי,popular,Primary,פּוֹפּוּלָרִי,
Adjectives 3,זמין,available,Primary,זָמִין,
Adjectives 3,רשמי,official,Primary,רֶשְׁמִי,
Adjectives 3,סופי,final,Primary,סוֹפִי,
Adjectives 3,שלם,"complete, whole",Primary,שָׁלֵם,
Adjectives 3,מיידי,immediate,Primary,מְיַיָּדִי,
Adjectives 3,יחיד,single,Primary,יָחִיד,
